Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month,raw_score,score_norm,risk_class,top3_contribs,contribs
C0503,161542,17.7,69.3,26.6,0.95,19.0,27.3,0,0.237,0.237,Low,"[('pay', 0.09824), ('minpaid', 0.05852), ('util', 0.0354)]","{'spend': 0.02184, 'pay': 0.09824, 'minpaid': 0.05852, 'util': 0.0354, 'cash': 0.019, 'merchant': 0.004}"
C0504,44883,20.9,88.4,13.7,1.0,17.5,-18.1,0,0.14104,0.14104,Low,"[('util', 0.0418), ('pay', 0.03712), ('minpaid', 0.03014)]","{'spend': 0.01448, 'pay': 0.03712, 'minpaid': 0.03014, 'util': 0.0418, 'cash': 0.0175, 'merchant': 0.0}"
C0505,87293,59.3,52.4,52.3,0.93,35.4,26.7,1,0.44834,0.44834,Medium,"[('pay', 0.15232), ('util', 0.1186), ('minpaid', 0.11506)]","{'spend': 0.02136, 'pay': 0.15232, 'minpaid': 0.11506, 'util': 0.1186, 'cash': 0.0354, 'merchant': 0.0056}"
C0506,161863,45.4,79.7,38.8,1.0,41.3,26.3,0,0.30346,0.30346,Low,"[('util', 0.0908), ('minpaid', 0.08536), ('pay', 0.06496)]","{'spend': 0.02104, 'pay': 0.06496, 'minpaid': 0.08536, 'util': 0.0908, 'cash': 0.0413, 'merchant': 0.0}"
C0507,77973,4.5,88.9,13.0,1.0,18.7,-10.9,0,0.10054,0.10054,Low,"[('pay', 0.03552), ('minpaid', 0.0286), ('cash', 0.0187)]","{'spend': 0.00872, 'pay': 0.03552, 'minpaid': 0.0286, 'util': 0.009, 'cash': 0.0187, 'merchant': 0.0}"
C0508,169646,13.2,100.0,10.8,1.0,10.1,3.1,0,0.06274,0.06274,Low,"[('util', 0.0264), ('minpaid', 0.02376), ('cash', 0.0101)]","{'spend': 0.00248, 'pay': 0.0, 'minpaid': 0.02376, 'util': 0.0264, 'cash': 0.0101, 'merchant': 0.0}"
C0509,29512,0.0,99.1,11.0,1.0,19.7,1.8,0,0.04822,0.04822,Low,"[('minpaid', 0.0242), ('cash', 0.0197), ('pay', 0.00288)]","{'spend': 0.00144, 'pay': 0.00288, 'minpaid': 0.0242, 'util': 0.0, 'cash': 0.0197, 'merchant': 0.0}"
C0510,91355,15.6,90.2,8.8,1.0,12.1,1.7,0,0.09538,0.09538,Low,"[('pay', 0.03136), ('util', 0.0312), ('minpaid', 0.01936)]","{'spend': 0.00136, 'pay': 0.03136, 'minpaid': 0.01936, 'util': 0.0312, 'cash': 0.0121, 'merchant': 0.0}"
C0511,98348,18.4,78.7,19.4,1.0,21.9,-7.9,0,0.17586,0.17586,Low,"[('pay', 0.06816), ('minpaid', 0.04268), ('util', 0.0368)]","{'spend': 0.00632, 'pay': 0.06816, 'minpaid': 0.04268, 'util': 0.0368, 'cash': 0.0219, 'merchant': 0.0}"
C0512,83997,25.5,84.4,27.4,1.0,14.1,-4.4,0,0.17882,0.17882,Low,"[('minpaid', 0.06028), ('util', 0.051), ('pay', 0.04992)]","{'spend': 0.00352, 'pay': 0.04992, 'minpaid': 0.06028, 'util': 0.051, 'cash': 0.0141, 'merchant': 0.0}"
C0513,39260,15.9,92.4,8.7,1.0,5.4,-6.9,0,0.08618,0.08618,Low,"[('util', 0.0318), ('pay', 0.02432), ('minpaid', 0.01914)]","{'spend': 0.00552, 'pay': 0.02432, 'minpaid': 0.01914, 'util': 0.0318, 'cash': 0.0054, 'merchant': 0.0}"
C0514,129824,19.0,89.0,17.9,1.0,8.3,-12.8,0,0.13112,0.13112,Low,"[('minpaid', 0.03938), ('util', 0.038), ('pay', 0.0352)]","{'spend': 0.01024, 'pay': 0.0352, 'minpaid': 0.03938, 'util': 0.038, 'cash': 0.0083, 'merchant': 0.0}"
C0515,24982,14.1,91.4,18.5,1.0,11.8,7.3,0,0.11406,0.11406,Low,"[('minpaid', 0.0407), ('util', 0.0282), ('pay', 0.02752)]","{'spend': 0.00584, 'pay': 0.02752, 'minpaid': 0.0407, 'util': 0.0282, 'cash': 0.0118, 'merchant': 0.0}"
C0516,151637,22.7,83.4,25.6,1.0,19.1,-3.0,1,0.17634,0.17634,Low,"[('minpaid', 0.05632), ('pay', 0.05312), ('util', 0.0454)]","{'spend': 0.0024, 'pay': 0.05312, 'minpaid': 0.05632, 'util': 0.0454, 'cash': 0.0191, 'merchant': 0.0}"
C0517,105664,80.7,26.5,80.3,0.68,58.2,-4.4,1,0.66058,0.66058,High,"[('pay', 0.2352), ('minpaid', 0.17666), ('util', 0.1614)]","{'spend': 0.00352, 'pay': 0.2352, 'minpaid': 0.17666, 'util': 0.1614, 'cash': 0.0582, 'merchant': 0.0256}"
C0518,154892,14.3,100.0,19.7,1.0,9.2,11.2,0,0.0901,0.0901,Low,"[('minpaid', 0.04334), ('util', 0.0286), ('cash', 0.0092)]","{'spend': 0.00896, 'pay': 0.0, 'minpaid': 0.04334, 'util': 0.0286, 'cash': 0.0092, 'merchant': 0.0}"
C0519,78271,39.0,70.0,45.3,0.88,31.5,-37.4,1,0.34468,0.34468,Low,"[('minpaid', 0.09966), ('pay', 0.096), ('util', 0.078)]","{'spend': 0.02992, 'pay': 0.096, 'minpaid': 0.09966, 'util': 0.078, 'cash': 0.0315, 'merchant': 0.0096}"
C0520,48851,4.3,97.2,13.7,1.0,13.5,-7.9,0,0.06752,0.06752,Low,"[('minpaid', 0.03014), ('cash', 0.0135), ('pay', 0.00896)]","{'spend': 0.00632, 'pay': 0.00896, 'minpaid': 0.03014, 'util': 0.0086, 'cash': 0.0135, 'merchant': 0.0}"
C0521,67766,45.5,52.8,49.7,0.93,37.4,8.2,0,0.40094,0.40094,Medium,"[('pay', 0.15104), ('minpaid', 0.10934), ('util', 0.091)]","{'spend': 0.00656, 'pay': 0.15104, 'minpaid': 0.10934, 'util': 0.091, 'cash': 0.0374, 'merchant': 0.0056}"
C0522,69736,38.6,60.0,48.1,0.97,25.0,-25.6,0,0.3589,0.3589,Low,"[('pay', 0.128), ('minpaid', 0.10582), ('util', 0.0772)]","{'spend': 0.02048, 'pay': 0.128, 'minpaid': 0.10582, 'util': 0.0772, 'cash': 0.025, 'merchant': 0.0024}"
C0523,125098,71.8,33.8,84.3,0.91,59.3,7.2,0,0.61316,0.61316,High,"[('pay', 0.21184), ('minpaid', 0.18546), ('util', 0.1436)]","{'spend': 0.00576, 'pay': 0.21184, 'minpaid': 0.18546, 'util': 0.1436, 'cash': 0.0593, 'merchant': 0.0072}"
C0524,75847,17.8,78.3,20.0,1.0,13.4,3.6,0,0.16532,0.16532,Low,"[('pay', 0.06944), ('minpaid', 0.044), ('util', 0.0356)]","{'spend': 0.00288, 'pay': 0.06944, 'minpaid': 0.044, 'util': 0.0356, 'cash': 0.0134, 'merchant': 0.0}"
C0525,113096,29.0,83.6,25.2,0.94,28.4,12.7,0,0.20928,0.20928,Low,"[('util', 0.058), ('minpaid', 0.05544), ('pay', 0.05248)]","{'spend': 0.01016, 'pay': 0.05248, 'minpaid': 0.05544, 'util': 0.058, 'cash': 0.0284, 'merchant': 0.0048}"
C0526,117525,20.6,85.5,15.5,1.0,16.3,10.9,0,0.14672,0.14672,Low,"[('pay', 0.0464), ('util', 0.0412), ('minpaid', 0.0341)]","{'spend': 0.00872, 'pay': 0.0464, 'minpaid': 0.0341, 'util': 0.0412, 'cash': 0.0163, 'merchant': 0.0}"
C0527,196803,23.6,84.9,27.5,1.0,16.7,-6.1,0,0.1776,0.1776,Low,"[('minpaid', 0.0605), ('pay', 0.04832), ('util', 0.0472)]","{'spend': 0.00488, 'pay': 0.04832, 'minpaid': 0.0605, 'util': 0.0472, 'cash': 0.0167, 'merchant': 0.0}"
C0528,30200,38.3,70.8,44.2,0.91,33.8,17.4,0,0.3222,0.3222,Low,"[('minpaid', 0.09724), ('pay', 0.09344), ('util', 0.0766)]","{'spend': 0.01392, 'pay': 0.09344, 'minpaid': 0.09724, 'util': 0.0766, 'cash': 0.0338, 'merchant': 0.0072}"
C0529,72200,15.4,95.3,11.2,1.0,15.0,20.6,0,0.10196,0.10196,Low,"[('util', 0.0308), ('minpaid', 0.02464), ('spend', 0.01648)]","{'spend': 0.01648, 'pay': 0.01504, 'minpaid': 0.02464, 'util': 0.0308, 'cash': 0.015, 'merchant': 0.0}"
C0530,131719,19.1,83.0,19.8,1.0,17.0,22.6,0,0.17124,0.17124,Low,"[('pay', 0.0544), ('minpaid', 0.04356), ('util', 0.0382)]","{'spend': 0.01808, 'pay': 0.0544, 'minpaid': 0.04356, 'util': 0.0382, 'cash': 0.017, 'merchant': 0.0}"
C0531,131941,23.5,91.2,17.0,1.0,15.9,0.5,0,0.12886,0.12886,Low,"[('util', 0.047), ('minpaid', 0.0374), ('pay', 0.02816)]","{'spend': 0.0004, 'pay': 0.02816, 'minpaid': 0.0374, 'util': 0.047, 'cash': 0.0159, 'merchant': 0.0}"
C0532,66403,34.6,52.8,50.6,0.85,29.2,-29.1,1,0.39604,0.39604,Low,"[('pay', 0.15104), ('minpaid', 0.11132), ('util', 0.0692)]","{'spend': 0.02328, 'pay': 0.15104, 'minpaid': 0.11132, 'util': 0.0692, 'cash': 0.0292, 'merchant': 0.012}"
C0533,78188,51.6,37.0,75.1,0.73,40.7,-5.8,0,0.53696,0.53696,High,"[('pay', 0.2016), ('minpaid', 0.16522), ('util', 0.1032)]","{'spend': 0.00464, 'pay': 0.2016, 'minpaid': 0.16522, 'util': 0.1032, 'cash': 0.0407, 'merchant': 0.0216}"
C0534,85942,25.7,92.7,12.5,1.0,9.6,-4.7,0,0.11562,0.11562,Low,"[('util', 0.0514), ('minpaid', 0.0275), ('pay', 0.02336)]","{'spend': 0.00376, 'pay': 0.02336, 'minpaid': 0.0275, 'util': 0.0514, 'cash': 0.0096, 'merchant': 0.0}"
C0535,97303,51.5,60.5,59.5,0.93,27.6,-21.3,1,0.41054,0.41054,Medium,"[('minpaid', 0.1309), ('pay', 0.1264), ('util', 0.103)]","{'spend': 0.01704, 'pay': 0.1264, 'minpaid': 0.1309, 'util': 0.103, 'cash': 0.0276, 'merchant': 0.0056}"
C0536,66472,24.4,83.6,29.0,1.0,18.2,10.1,0,0.19136,0.19136,Low,"[('minpaid', 0.0638), ('pay', 0.05248), ('util', 0.0488)]","{'spend': 0.00808, 'pay': 0.05248, 'minpaid': 0.0638, 'util': 0.0488, 'cash': 0.0182, 'merchant': 0.0}"
C0537,63655,14.7,78.8,17.2,1.0,17.4,-6.2,0,0.15744,0.15744,Low,"[('pay', 0.06784), ('minpaid', 0.03784), ('util', 0.0294)]","{'spend': 0.00496, 'pay': 0.06784, 'minpaid': 0.03784, 'util': 0.0294, 'cash': 0.0174, 'merchant': 0.0}"
C0538,49041,30.9,94.2,17.9,1.0,12.2,7.7,0,0.1381,0.1381,Low,"[('util', 0.0618), ('minpaid', 0.03938), ('pay', 0.01856)]","{'spend': 0.00616, 'pay': 0.01856, 'minpaid': 0.03938, 'util': 0.0618, 'cash': 0.0122, 'merchant': 0.0}"
C0539,73622,11.6,94.0,14.2,1.0,10.2,4.1,1,0.08712,0.08712,Low,"[('minpaid', 0.03124), ('util', 0.0232), ('pay', 0.0192)]","{'spend': 0.00328, 'pay': 0.0192, 'minpaid': 0.03124, 'util': 0.0232, 'cash': 0.0102, 'merchant': 0.0}"
C0540,194581,15.7,95.3,14.4,1.0,17.3,-8.4,0,0.10214,0.10214,Low,"[('minpaid', 0.03168), ('util', 0.0314), ('cash', 0.0173)]","{'spend': 0.00672, 'pay': 0.01504, 'minpaid': 0.03168, 'util': 0.0314, 'cash': 0.0173, 'merchant': 0.0}"
C0541,53908,7.1,94.7,7.2,1.0,8.2,5.5,0,0.0596,0.0596,Low,"[('pay', 0.01696), ('minpaid', 0.01584), ('util', 0.0142)]","{'spend': 0.0044, 'pay': 0.01696, 'minpaid': 0.01584, 'util': 0.0142, 'cash': 0.0082, 'merchant': 0.0}"
C0542,154265,45.3,55.6,70.6,0.86,32.8,15.5,0,0.4444,0.4444,Medium,"[('minpaid', 0.15532), ('pay', 0.14208), ('util', 0.0906)]","{'spend': 0.0124, 'pay': 0.14208, 'minpaid': 0.15532, 'util': 0.0906, 'cash': 0.0328, 'merchant': 0.0112}"
C0543,264018,26.7,75.0,34.9,0.93,18.5,-4.1,0,0.23756,0.23756,Low,"[('pay', 0.08), ('minpaid', 0.07678), ('util', 0.0534)]","{'spend': 0.00328, 'pay': 0.08, 'minpaid': 0.07678, 'util': 0.0534, 'cash': 0.0185, 'merchant': 0.0056}"
C0544,101777,46.6,49.1,56.3,0.97,43.8,-23.5,2,0.44494,0.44494,Medium,"[('pay', 0.16288), ('minpaid', 0.12386), ('util', 0.0932)]","{'spend': 0.0188, 'pay': 0.16288, 'minpaid': 0.12386, 'util': 0.0932, 'cash': 0.0438, 'merchant': 0.0024}"
C0545,300000,45.0,56.1,53.6,0.88,34.7,44.0,1,0.4279,0.4279,Medium,"[('pay', 0.14048), ('minpaid', 0.11792), ('util', 0.09)]","{'spend': 0.0352, 'pay': 0.14048, 'minpaid': 0.11792, 'util': 0.09, 'cash': 0.0347, 'merchant': 0.0096}"
C0546,84424,14.5,86.6,13.9,1.0,8.9,-0.1,0,0.11144,0.11144,Low,"[('pay', 0.04288), ('minpaid', 0.03058), ('util', 0.029)]","{'spend': 8e-05, 'pay': 0.04288, 'minpaid': 0.03058, 'util': 0.029, 'cash': 0.0089, 'merchant': 0.0}"
C0547,228251,14.8,90.2,25.0,1.0,23.1,-5.0,0,0.14306,0.14306,Low,"[('minpaid', 0.055), ('pay', 0.03136), ('util', 0.0296)]","{'spend': 0.004, 'pay': 0.03136, 'minpaid': 0.055, 'util': 0.0296, 'cash': 0.0231, 'merchant': 0.0}"
C0548,89045,3.3,94.0,10.4,1.0,6.9,4.2,0,0.05894,0.05894,Low,"[('minpaid', 0.02288), ('pay', 0.0192), ('cash', 0.0069)]","{'spend': 0.00336, 'pay': 0.0192, 'minpaid': 0.02288, 'util': 0.0066, 'cash': 0.0069, 'merchant': 0.0}"
C0549,46975,8.7,88.5,13.7,1.0,19.7,-24.4,0,0.12356,0.12356,Low,"[('pay', 0.0368), ('minpaid', 0.03014), ('cash', 0.0197)]","{'spend': 0.01952, 'pay': 0.0368, 'minpaid': 0.03014, 'util': 0.0174, 'cash': 0.0197, 'merchant': 0.0}"
C0550,110778,19.5,85.7,15.3,1.0,19.3,0.7,0,0.13828,0.13828,Low,"[('pay', 0.04576), ('util', 0.039), ('minpaid', 0.03366)]","{'spend': 0.00056, 'pay': 0.04576, 'minpaid': 0.03366, 'util': 0.039, 'cash': 0.0193, 'merchant': 0.0}"
C0551,258313,37.0,88.6,25.8,1.0,24.5,1.7,0,0.1931,0.1931,Low,"[('util', 0.074), ('minpaid', 0.05676), ('pay', 0.03648)]","{'spend': 0.00136, 'pay': 0.03648, 'minpaid': 0.05676, 'util': 0.074, 'cash': 0.0245, 'merchant': 0.0}"
C0552,66342,13.1,79.0,19.1,1.0,13.1,-28.5,0,0.17132,0.17132,Low,"[('pay', 0.0672), ('minpaid', 0.04202), ('util', 0.0262)]","{'spend': 0.0228, 'pay': 0.0672, 'minpaid': 0.04202, 'util': 0.0262, 'cash': 0.0131, 'merchant': 0.0}"
C0553,119461,16.8,82.4,19.9,1.0,14.6,21.7,0,0.16566,0.16566,Low,"[('pay', 0.05632), ('minpaid', 0.04378), ('util', 0.0336)]","{'spend': 0.01736, 'pay': 0.05632, 'minpaid': 0.04378, 'util': 0.0336, 'cash': 0.0146, 'merchant': 0.0}"
C0554,53101,50.9,49.2,54.7,1.0,42.6,86.1,0,0.49618,0.49618,Medium,"[('pay', 0.16256), ('minpaid', 0.12034), ('util', 0.1018)]","{'spend': 0.06888, 'pay': 0.16256, 'minpaid': 0.12034, 'util': 0.1018, 'cash': 0.0426, 'merchant': 0.0}"
C0555,56494,22.0,75.6,27.5,1.0,24.7,-6.3,3,0.21232,0.21232,Low,"[('pay', 0.07808), ('minpaid', 0.0605), ('util', 0.044)]","{'spend': 0.00504, 'pay': 0.07808, 'minpaid': 0.0605, 'util': 0.044, 'cash': 0.0247, 'merchant': 0.0}"
C0556,118054,35.6,74.6,35.5,0.94,23.5,-4.6,0,0.26256,0.26256,Low,"[('pay', 0.08128), ('minpaid', 0.0781), ('util', 0.0712)]","{'spend': 0.00368, 'pay': 0.08128, 'minpaid': 0.0781, 'util': 0.0712, 'cash': 0.0235, 'merchant': 0.0048}"
C0557,83103,74.4,38.8,79.7,0.76,45.9,-48.8,2,0.62412,0.62412,High,"[('pay', 0.19584), ('minpaid', 0.17534), ('util', 0.1488)]","{'spend': 0.03904, 'pay': 0.19584, 'minpaid': 0.17534, 'util': 0.1488, 'cash': 0.0459, 'merchant': 0.0192}"
C0558,125552,48.4,53.5,52.0,1.0,42.1,-17.8,1,0.41634,0.41634,Medium,"[('pay', 0.1488), ('minpaid', 0.1144), ('util', 0.0968)]","{'spend': 0.01424, 'pay': 0.1488, 'minpaid': 0.1144, 'util': 0.0968, 'cash': 0.0421, 'merchant': 0.0}"
C0559,185362,17.4,86.2,14.4,1.0,22.9,9.6,0,0.14122,0.14122,Low,"[('pay', 0.04416), ('util', 0.0348), ('minpaid', 0.03168)]","{'spend': 0.00768, 'pay': 0.04416, 'minpaid': 0.03168, 'util': 0.0348, 'cash': 0.0229, 'merchant': 0.0}"
C0560,48184,19.2,93.7,15.1,1.0,22.6,4.9,0,0.1183,0.1183,Low,"[('util', 0.0384), ('minpaid', 0.03322), ('cash', 0.0226)]","{'spend': 0.00392, 'pay': 0.02016, 'minpaid': 0.03322, 'util': 0.0384, 'cash': 0.0226, 'merchant': 0.0}"
C0561,63182,8.4,99.1,9.0,1.0,15.8,11.6,0,0.06456,0.06456,Low,"[('minpaid', 0.0198), ('util', 0.0168), ('cash', 0.0158)]","{'spend': 0.00928, 'pay': 0.00288, 'minpaid': 0.0198, 'util': 0.0168, 'cash': 0.0158, 'merchant': 0.0}"
C0562,94543,25.8,71.8,27.3,1.0,28.9,-7.5,0,0.2368,0.2368,Low,"[('pay', 0.09024), ('minpaid', 0.06006), ('util', 0.0516)]","{'spend': 0.006, 'pay': 0.09024, 'minpaid': 0.06006, 'util': 0.0516, 'cash': 0.0289, 'merchant': 0.0}"
C0563,300000,16.8,82.1,14.4,1.0,12.7,10.1,0,0.14334,0.14334,Low,"[('pay', 0.05728), ('util', 0.0336), ('minpaid', 0.03168)]","{'spend': 0.00808, 'pay': 0.05728, 'minpaid': 0.03168, 'util': 0.0336, 'cash': 0.0127, 'merchant': 0.0}"
C0564,77308,71.0,21.7,83.5,0.76,42.7,59.8,0,0.686,0.686,High,"[('pay', 0.25056), ('minpaid', 0.1837), ('util', 0.142)]","{'spend': 0.04784, 'pay': 0.25056, 'minpaid': 0.1837, 'util': 0.142, 'cash': 0.0427, 'merchant': 0.0192}"
C0565,70943,11.9,98.3,13.0,1.0,16.8,-5.3,0,0.07888,0.07888,Low,"[('minpaid', 0.0286), ('util', 0.0238), ('cash', 0.0168)]","{'spend': 0.00424, 'pay': 0.00544, 'minpaid': 0.0286, 'util': 0.0238, 'cash': 0.0168, 'merchant': 0.0}"
C0566,117770,34.7,82.9,31.3,1.0,27.3,20.5,0,0.23668,0.23668,Low,"[('util', 0.0694), ('minpaid', 0.06886), ('pay', 0.05472)]","{'spend': 0.0164, 'pay': 0.05472, 'minpaid': 0.06886, 'util': 0.0694, 'cash': 0.0273, 'merchant': 0.0}"
C0567,295390,22.7,96.4,18.0,1.0,8.5,22.9,0,0.12334,0.12334,Low,"[('util', 0.0454), ('minpaid', 0.0396), ('spend', 0.01832)]","{'spend': 0.01832, 'pay': 0.01152, 'minpaid': 0.0396, 'util': 0.0454, 'cash': 0.0085, 'merchant': 0.0}"
C0568,67428,22.7,90.9,12.0,1.0,10.4,-20.4,0,0.12764,0.12764,Low,"[('util', 0.0454), ('pay', 0.02912), ('minpaid', 0.0264)]","{'spend': 0.01632, 'pay': 0.02912, 'minpaid': 0.0264, 'util': 0.0454, 'cash': 0.0104, 'merchant': 0.0}"
C0569,78569,38.7,77.4,35.3,1.0,19.3,29.9,0,0.2706,0.2706,Low,"[('minpaid', 0.07766), ('util', 0.0774), ('pay', 0.07232)]","{'spend': 0.02392, 'pay': 0.07232, 'minpaid': 0.07766, 'util': 0.0774, 'cash': 0.0193, 'merchant': 0.0}"
C0570,95218,15.5,80.6,22.4,1.0,12.2,-0.5,0,0.15496,0.15496,Low,"[('pay', 0.06208), ('minpaid', 0.04928), ('util', 0.031)]","{'spend': 0.0004, 'pay': 0.06208, 'minpaid': 0.04928, 'util': 0.031, 'cash': 0.0122, 'merchant': 0.0}"
C0571,141172,61.8,30.4,72.4,0.87,47.8,0.5,1,0.5642,0.5642,High,"[('pay', 0.22272), ('minpaid', 0.15928), ('util', 0.1236)]","{'spend': 0.0004, 'pay': 0.22272, 'minpaid': 0.15928, 'util': 0.1236, 'cash': 0.0478, 'merchant': 0.0104}"
C0572,300000,18.7,98.6,9.1,1.0,9.1,-18.7,0,0.08596,0.08596,Low,"[('util', 0.0374), ('minpaid', 0.02002), ('spend', 0.01496)]","{'spend': 0.01496, 'pay': 0.00448, 'minpaid': 0.02002, 'util': 0.0374, 'cash': 0.0091, 'merchant': 0.0}"
C0573,47037,11.3,100.0,8.7,1.0,14.8,-23.2,0,0.0751,0.0751,Low,"[('util', 0.0226), ('minpaid', 0.01914), ('spend', 0.01856)]","{'spend': 0.01856, 'pay': 0.0, 'minpaid': 0.01914, 'util': 0.0226, 'cash': 0.0148, 'merchant': 0.0}"
C0574,37462,48.8,59.9,66.0,0.85,44.7,21.2,3,0.44478,0.44478,Medium,"[('minpaid', 0.1452), ('pay', 0.12832), ('util', 0.0976)]","{'spend': 0.01696, 'pay': 0.12832, 'minpaid': 0.1452, 'util': 0.0976, 'cash': 0.0447, 'merchant': 0.012}"
C0575,101983,0.0,96.2,4.8,1.0,20.2,4.9,0,0.04684,0.04684,Low,"[('cash', 0.0202), ('pay', 0.01216), ('minpaid', 0.01056)]","{'spend': 0.00392, 'pay': 0.01216, 'minpaid': 0.01056, 'util': 0.0, 'cash': 0.0202, 'merchant': 0.0}"
C0576,125684,11.7,95.3,11.0,1.0,24.3,16.0,0,0.09974,0.09974,Low,"[('cash', 0.0243), ('minpaid', 0.0242), ('util', 0.0234)]","{'spend': 0.0128, 'pay': 0.01504, 'minpaid': 0.0242, 'util': 0.0234, 'cash': 0.0243, 'merchant': 0.0}"
C0577,27498,49.3,61.6,42.4,0.97,25.1,-1.3,0,0.3433,0.3433,Low,"[('pay', 0.12288), ('util', 0.0986), ('minpaid', 0.09328)]","{'spend': 0.00104, 'pay': 0.12288, 'minpaid': 0.09328, 'util': 0.0986, 'cash': 0.0251, 'merchant': 0.0024}"
C0578,66996,62.1,37.5,88.4,0.8,43.6,-27.4,3,0.6002,0.6002,High,"[('pay', 0.2), ('minpaid', 0.19448), ('util', 0.1242)]","{'spend': 0.02192, 'pay': 0.2, 'minpaid': 0.19448, 'util': 0.1242, 'cash': 0.0436, 'merchant': 0.016}"
C0579,159341,34.4,68.5,40.4,1.0,30.6,-13.0,1,0.29948,0.29948,Low,"[('pay', 0.1008), ('minpaid', 0.08888), ('util', 0.0688)]","{'spend': 0.0104, 'pay': 0.1008, 'minpaid': 0.08888, 'util': 0.0688, 'cash': 0.0306, 'merchant': 0.0}"
C0580,70438,0.0,100.0,12.1,1.0,7.1,-9.6,0,0.0414,0.0414,Low,"[('minpaid', 0.02662), ('spend', 0.00768), ('cash', 0.0071)]","{'spend': 0.00768, 'pay': 0.0, 'minpaid': 0.02662, 'util': 0.0, 'cash': 0.0071, 'merchant': 0.0}"
C0581,122876,22.3,82.1,24.8,1.0,12.9,26.0,0,0.19014,0.19014,Low,"[('pay', 0.05728), ('minpaid', 0.05456), ('util', 0.0446)]","{'spend': 0.0208, 'pay': 0.05728, 'minpaid': 0.05456, 'util': 0.0446, 'cash': 0.0129, 'merchant': 0.0}"
C0582,103736,32.4,81.3,31.1,0.99,23.2,-22.1,0,0.23474,0.23474,Low,"[('minpaid', 0.06842), ('util', 0.0648), ('pay', 0.05984)]","{'spend': 0.01768, 'pay': 0.05984, 'minpaid': 0.06842, 'util': 0.0648, 'cash': 0.0232, 'merchant': 0.0008}"
C0583,134951,20.5,91.3,18.1,1.0,12.9,8.8,0,0.1286,0.1286,Low,"[('util', 0.041), ('minpaid', 0.03982), ('pay', 0.02784)]","{'spend': 0.00704, 'pay': 0.02784, 'minpaid': 0.03982, 'util': 0.041, 'cash': 0.0129, 'merchant': 0.0}"
C0584,119861,63.4,50.6,72.7,0.82,50.5,-9.5,1,0.51732,0.51732,High,"[('minpaid', 0.15994), ('pay', 0.15808), ('util', 0.1268)]","{'spend': 0.0076, 'pay': 0.15808, 'minpaid': 0.15994, 'util': 0.1268, 'cash': 0.0505, 'merchant': 0.0144}"
C0585,109097,15.3,94.9,14.3,1.0,15.6,3.9,1,0.0971,0.0971,Low,"[('minpaid', 0.03146), ('util', 0.0306), ('pay', 0.01632)]","{'spend': 0.00312, 'pay': 0.01632, 'minpaid': 0.03146, 'util': 0.0306, 'cash': 0.0156, 'merchant': 0.0}"
C0586,187675,16.2,87.7,22.9,1.0,18.9,-0.9,0,0.14176,0.14176,Low,"[('minpaid', 0.05038), ('pay', 0.03936), ('util', 0.0324)]","{'spend': 0.00072, 'pay': 0.03936, 'minpaid': 0.05038, 'util': 0.0324, 'cash': 0.0189, 'merchant': 0.0}"
C0587,69535,19.0,78.7,20.9,1.0,37.8,2.8,0,0.19218,0.19218,Low,"[('pay', 0.06816), ('minpaid', 0.04598), ('util', 0.038)]","{'spend': 0.00224, 'pay': 0.06816, 'minpaid': 0.04598, 'util': 0.038, 'cash': 0.0378, 'merchant': 0.0}"
C0588,101422,26.3,87.8,31.5,1.0,29.2,-7.4,0,0.19606,0.19606,Low,"[('minpaid', 0.0693), ('util', 0.0526), ('pay', 0.03904)]","{'spend': 0.00592, 'pay': 0.03904, 'minpaid': 0.0693, 'util': 0.0526, 'cash': 0.0292, 'merchant': 0.0}"
C0589,176454,19.2,83.9,30.6,1.0,18.7,18.1,0,0.19042,0.19042,Low,"[('minpaid', 0.06732), ('pay', 0.05152), ('util', 0.0384)]","{'spend': 0.01448, 'pay': 0.05152, 'minpaid': 0.06732, 'util': 0.0384, 'cash': 0.0187, 'merchant': 0.0}"
C0590,69750,49.6,50.2,58.8,1.0,31.6,-19.8,0,0.43536,0.43536,Medium,"[('pay', 0.15936), ('minpaid', 0.12936), ('util', 0.0992)]","{'spend': 0.01584, 'pay': 0.15936, 'minpaid': 0.12936, 'util': 0.0992, 'cash': 0.0316, 'merchant': 0.0}"
C0591,77463,31.7,66.4,33.5,1.0,19.4,-49.0,0,0.30322,0.30322,Low,"[('pay', 0.10752), ('minpaid', 0.0737), ('util', 0.0634)]","{'spend': 0.0392, 'pay': 0.10752, 'minpaid': 0.0737, 'util': 0.0634, 'cash': 0.0194, 'merchant': 0.0}"
C0592,62830,14.8,90.3,22.1,1.0,25.3,-13.1,0,0.14504,0.14504,Low,"[('minpaid', 0.04862), ('pay', 0.03104), ('util', 0.0296)]","{'spend': 0.01048, 'pay': 0.03104, 'minpaid': 0.04862, 'util': 0.0296, 'cash': 0.0253, 'merchant': 0.0}"
C0593,56749,21.0,82.9,26.4,1.0,26.5,-0.3,1,0.18154,0.18154,Low,"[('minpaid', 0.05808), ('pay', 0.05472), ('util', 0.042)]","{'spend': 0.00024, 'pay': 0.05472, 'minpaid': 0.05808, 'util': 0.042, 'cash': 0.0265, 'merchant': 0.0}"
